"province","city","city_code","station","station_code","lon","lat"
"上海","上海",310000,"普陀","1141A",121.4,31.238
"上海","上海",310000,"十五厂","1142A",121.478,31.2036
"上海","上海",310000,"虹口","1143A",121.467,31.3008
"上海","上海",310000,"徐汇上师大","1144A",121.412,31.1654
"上海","上海",310000,"杨浦四漂","1145A",121.536,31.2659
"上海","上海",310000,"青浦淀山湖","1146A",120.978,31.0935
"上海","上海",310000,"静安监测站","1147A",121.425,31.2261
"上海","上海",310000,"浦东川沙","1148A",121.703,31.1907
"上海","上海",310000,"浦东新区监测站","1149A",121.533,31.2284
"上海","上海",310000,"浦东张江","1150A",121.577,31.2071
"云南","昆明",530100,"关上","1449A",102.743,25.0124
"云南","昆明",530100,"呈贡新区","1450A",102.821,24.8885
"云南","昆明",530100,"西山森林公园","1451A",102.625,24.9624
"云南","昆明",530100,"龙泉镇","1452A",102.728,25.0836
"云南","昆明",530100,"东风东路","1453A",102.722,25.0405
"云南","昆明",530100,"金鼎山","1454A",102.681,25.067
"云南","昆明",530100,"碧鸡广场","1455A",102.638,25.0359
"云南","曲靖",530300,"环境监测站","1916A",103.7897,25.5035
"云南","曲靖",530300,"烟厂办公区","1917A",103.8,25.5364
"云南","玉溪",530400,"东风水库","1715A",102.5778,24.3694
"云南","玉溪",530400,"市监测站","1716A",102.5433,24.3603
"云南","玉溪",530400,"大营街镇","1717A",102.4964,24.3411
"云南","保山",530500,"市环境监测站","2594A",99.1678,25.1081
"云南","保山",530500,"市环保局","2595A",99.1711,25.1328
"云南","昭通",530600,"监测站","2596A",103.7032,27.3392
"云南","昭通",530600,"环保局","2597A",103.7225,27.3361
"云南","丽江",530700,"西南郊","2598A",100.2143,26.8576
"云南","丽江",530700,"丽江古城","2599A",100.2497,26.8802
"云南","丽江",530700,"市中心","2600A",100.2203,26.8906
"云南","普洱",530800,"市环保局","2601A",100.98,22.7633
"云南","普洱",530800,"普洱第二中学","2602A",100.9817,22.8322
"云南","临沧",530900,"市环保局","2603A",100.0869,23.8822
"云南","临沧",530900,"市气象局","2604A",100.0782,23.8982
"云南","楚雄州",532301,"州环境监测站","2605A",101.5482,25.0441
"云南","楚雄州",532301,"市经济开发区","2606A",101.538,25.0492
"云南","红河州",532522,"雨过铺","2607A",103.3113,23.4626
"云南","红河州",532522,"污水处理厂","2608A",103.3772,23.3993
"云南","红河州",532522,"监测站","2609A",103.386,23.4168
"云南","文山州",532621,"州水务局","2610A",104.2533,23.3594
"云南","文山州",532621,"市便民服务中心","2611A",104.2319,23.3892
"云南","西双版纳州",532801,"景洪市江南","2612A",100.7939,22.0019
"云南","西双版纳州",532801,"景洪市江北","2613A",100.8017,22.0225
"云南","大理州",532901,"大理市环境监测站","2614A",100.1542,25.7054
"云南","大理州",532901,"大理古城","2615A",100.2171,25.5811
"云南","德宏州",533103,"德宏州监测站","2616A",98.5842,24.428
"云南","德宏州",533103,"芒市建设局","2617A",98.578,24.441
"云南","怒江州",533321,"州监测站","2618A",98.8601,25.8567
"云南","怒江州",533321,"泸水一中","2619A",98.8546,25.8417
"云南","迪庆州",533421,"古城","2620A",99.7064,27.8136
"云南","迪庆州",533421,"迪庆州站","2621A",99.7056,27.8317
"内蒙古","呼和浩特",150100,"呼市一监","1090A",111.651,40.7579
"内蒙古","呼和浩特",150100,"小召","1091A",111.658,40.8033
"内蒙古","呼和浩特",150100,"兴松小区","1092A",111.659,40.8452
"内蒙古","呼和浩特",150100,"糖厂","1093A",111.608,40.8144
"内蒙古","呼和浩特",150100,"如意水处理厂","1094A",111.751,40.8369
"内蒙古","呼和浩特",150100,"二十九中","1095A",111.7277,40.8062
"内蒙古","呼和浩特",150100,"工大金川校区","1096A",111.551,40.7866
"内蒙古","呼和浩特",150100,"化肥厂生活区","1097A",111.717,40.7612
"内蒙古","包头",150200,"市环境监测站","1585A",109.8756,40.6532
"内蒙古","包头",150200,"包百大楼","1586A",109.8104,40.6575
"内蒙古","包头",150200,"东河城环局","1587A",110.0067,40.5905
"内蒙古","包头",150200,"青山宾馆","1588A",109.8538,40.6821
"内蒙古","包头",150200,"惠龙物流","1589A",109.8654,40.6288
"内蒙古","包头",150200,"东河鸿龙湾","1590A",110.0377,40.5546
"内蒙古","乌海",150300,"聚英学校","2186A",106.8219,39.6719
"内蒙古","乌海",150300,"市林业局","2187A",106.8089,39.6969
"内蒙古","乌海",150300,"中海勃湾学校","2188A",106.7931,39.6572
"内蒙古","赤峰",150400,"松山一中","1744A",118.9233,42.2814
"内蒙古","赤峰",150400,"哈达街","1745A",118.9572,42.2725
"内蒙古","赤峰",150400,"天义路","1746A",118.8789,42.2556
"内蒙古","赤峰",150400,"松山路","1747A",119.2719,42.0317
"内蒙古","通辽",150500,"通辽宾馆","2189A",122.2603,43.6267
"内蒙古","通辽",150500,"胶建铝业","2190A",122.3039,43.6156
"内蒙古","通辽",150500,"艺术职业学校","2191A",122.2532,43.6801
"内蒙古","鄂尔多斯",150600,"综合楼","1591A",110.0023,39.8129
"内蒙古","鄂尔多斯",150600,"巴音孟克林场办事处","1592A",109.9486,39.8261
"内蒙古","鄂尔多斯",150600,"康泽苑","1593A",109.7736,39.5986
"内蒙古","鄂尔多斯",150600,"华泰汽车城","1594A",109.8119,39.5989
"内蒙古","鄂尔多斯",150600,"奥林花园","1595A",109.9734,39.7884
"内蒙古","呼伦贝尔",150700,"区环保局","2192A",119.7594,49.2261
"内蒙古","呼伦贝尔",150700,"市艺校","2193A",119.7283,49.2014
"内蒙古","巴彦淖尔",150800,"秋林养殖基地","2194A",107.5936,40.916
"内蒙古","巴彦淖尔",150800,"附中","2195A",107.4211,40.7608
"内蒙古","巴彦淖尔",150800,"市环保大楼","2196A",107.3715,40.7378
"内蒙古","乌兰察布",150900,"集宁新区","2197A",113.1306,40.9923
"内蒙古","乌兰察布",150900,"集宁旧区西","2198A",113.0974,41.038
"内蒙古","兴安盟",152200,"盟监测站","2199A",122.062,46.0872
"内蒙古","兴安盟",152200,"胜华新制药厂","2200A",122.0506,46.0703
"内蒙古","兴安盟",152200,"科右前旗环保局","2201A",121.9462,46.0756
"内蒙古","锡林郭勒盟",152500,"市环保监测站","2202A",116.1042,43.9317
"内蒙古","锡林郭勒盟",152500,"市政府","2203A",116.0781,43.9311
"内蒙古","阿拉善盟",152900,"体育场","2204A",105.6775,38.8343
"内蒙古","阿拉善盟",152900,"盟环保楼","2205A",105.6975,38.843
"内蒙古","阿拉善盟",152900,"环保局新楼","2206A",105.724,38.8516
"北京","北京",110000,"万寿西宫","1001A",116.366,39.8673
"北京","北京",110000,"定陵","1002A",116.17,40.2865
"北京","北京",110000,"东四","1003A",116.434,39.9522
"北京","北京",110000,"天坛","1004A",116.434,39.8745
"北京","北京",110000,"农展馆","1005A",116.473,39.9716
"北京","北京",110000,"官园","1006A",116.361,39.9425
"北京","北京",110000,"海淀区万柳","1007A",116.315,39.9934
"北京","北京",110000,"顺义新城","1008A",116.72,40.1438
"北京","北京",110000,"怀柔镇","1009A",116.644,40.3937
"北京","北京",110000,"昌平镇","1010A",116.23,40.1952
"北京","北京",110000,"奥体中心","1011A",116.407,40.0031
"北京","北京",110000,"古城","1012A",116.225,39.9279
"吉林","长春",220100,"食品厂","1119A",125.323,43.9167
"吉林","长春",220100,"客车厂","1120A",125.287,43.91
"吉林","长春",220100,"邮电学院","1121A",125.2786,43.84
"吉林","长春",220100,"劳动公园","1122A",125.3649,43.8748
"吉林","长春",220100,"园林处","1123A",125.325,43.8694
"吉林","长春",220100,"净月潭","1124A",125.454,43.7878
"吉林","长春",220100,"甩湾子","1125A",125.633,43.55
"吉林","长春",220100,"经开区环卫处","1126A",125.417,43.8667
"吉林","长春",220100,"高新区管委会","1127A",125.25,43.8167
"吉林","长春",220100,"岱山公园","1128A",125.217,43.85
"吉林","吉林",220200,"哈达湾","1772A",126.555,43.8875
"吉林","吉林",220200,"东局子","1773A",126.5844,43.8358
"吉林","吉林",220200,"电力学院","1774A",126.4978,43.8228
"吉林","吉林",220200,"江北","1775A",126.5786,43.8947
"吉林","吉林",220200,"江南公园","1776A",126.55,43.8256
"吉林","吉林",220200,"丰满","1778A",126.6772,43.7256
"吉林","吉林",220200,"九站","2868A",126.4738889,43.95305556
"吉林","四平",220300,"监测站","2224A",124.3419,43.1747
"吉林","四平",220300,"一商场","2225A",124.3711,43.1594
"吉林","四平",220300,"境园","2226A",124.3897,43.1847
"吉林","辽源",220400,"环保局","2227A",125.1358,42.8947
"吉林","辽源",220400,"污水处理厂","2228A",125.1567,42.8953
"吉林","通化",220500,"光明","2229A",125.9361,41.7156
"吉林","通化",220500,"铁路","2230A",125.9486,41.7381
"吉林","白山",220600,"喜丰","2231A",126.4047,41.9206
"吉林","白山",220600,"环保局","2232A",126.4078,41.9419
"吉林","松原",220700,"江南","2233A",124.8292,45.0878
"吉林","松原",220700,"江北","2234A",124.8528,45.1642
"吉林","白城",220800,"洮北区环保局","2235A",122.8444,45.6289
"吉林","白城",220800,"市环保局","2236A",122.8211,45.6175
"吉林","延边州",222400,"妇幼医院","2237A",129.4892,42.8939
"吉林","延边州",222400,"延边医院","2238A",129.5042,42.9061
"吉林","延边州",222400,"朝阳川镇医院","2239A",129.3675,42.8775
"四川","成都",510100,"金泉两河","1431A",103.97275,30.72358333
"四川","成都",510100,"十里店","1432A",104.176,30.6872
"四川","成都",510100,"三瓦窑","1433A",104.079,30.5706
"四川","成都",510100,"沙河铺","1434A",104.1113889,30.63
"四川","成都",510100,"梁家巷","1435A",104.074,30.685
"四川","成都",510100,"君平街","1437A",104.054,30.6578
"四川","成都",510100,"灵岩寺","1438A",103.613,31.0283
"四川","成都",510100,"大石西路","2880A",104.0238889,30.65638889
"四川","自贡",510300,"大塘山","1897A",104.7547,29.3628
"四川","自贡",510300,"盐马路","1898A",104.7214,29.3586
"四川","自贡",510300,"檀木林街","1899A",104.7747,29.3564
"四川","自贡",510300,"春华路","1900A",104.7692,29.3411
"四川","攀枝花",510400,"弄弄坪","1888A",101.68912,26.57098
"四川","攀枝花",510400,"河门口","1889A",101.5769,26.5928
"四川","攀枝花",510400,"炳草岗","1890A",101.7169,26.585
"四川","攀枝花",510400,"仁和","1891A",101.7453,26.5017
"四川","攀枝花",510400,"四十中小","2835A",101.7227,26.567
"四川","泸州",510500,"九狮山","1893A",105.4306,28.9583
"四川","泸州",510500,"小市上码头","1894A",105.4436,28.9026
"四川","泸州",510500,"兰田宪桥","1895A",105.4322,28.8558
"四川","泸州",510500,"市环监站","1896A",105.4322,28.8833
"四川","德阳",510600,"东山公园","1901A",104.4219,31.1208
"四川","德阳",510600,"西小区","1902A",104.3883,31.1333
"四川","德阳",510600,"市检察院","1903A",104.4053,31.1167
"四川","德阳",510600,"耐火材料厂","1904A",104.3539,31.1108
"四川","绵阳",510700,"富乐山","1878A",104.7778,31.4747
"四川","绵阳",510700,"市人大","1879A",104.7536,31.4539
"四川","绵阳",510700,"高新区自来水公司","1880A",104.6717,31.4656
"四川","绵阳",510700,"三水厂","1881A",104.7283,31.5072
"四川","广元",510800,"黑石坡","2523A",105.8945,32.4535
"四川","广元",510800,"老城","2524A",105.8242,32.4429
"四川","广元",510800,"南坝","2525A",105.8153,32.4246
"四川","广元",510800,"监测站","2526A",105.8624,32.4285
"四川","遂宁",510900,"石溪浩","2527A",105.7519,30.5797
"四川","遂宁",510900,"市监测站","2528A",105.68,30.6133
"四川","遂宁",510900,"行政中心","2529A",105.8161,30.6347
"四川","遂宁",510900,"美宁食品公司","2530A",105.5956,30.475
"四川","内江",511000,"市监测站","2531A",105.0331,29.5953
"四川","内江",511000,"东兴区政府","2532A",105.0717,29.5947
"四川","内江",511000,"内江二中","2533A",105.0653,29.5817
"四川","内江",511000,"内江日报社","2534A",105.0406,29.5822
"四川","乐山",511100,"乐山大佛景区","2535A",103.7705,29.5467
"四川","乐山",511100,"牛耳桥","2536A",103.7627,29.5844
"四川","乐山",511100,"市第三水厂","2537A",103.7506,29.6007
"四川","乐山",511100,"市监测站","2538A",103.757,29.5634
"四川","南充",511300,"西山风景区","1905A",106.056,30.8064
"四川","南充",511300,"南充市委","1906A",106.0789,30.8023
"四川","南充",511300,"南充炼油厂","1907A",106.1031,30.8217
"四川","南充",511300,"高坪区监测站","1908A",106.1064,30.7856
"四川","南充",511300,"嘉陵区环保局","1909A",106.0642,30.7636
"四川","南充",511300,"市环境监测站","1910A",106.1087,30.8388
"四川","眉山",511400,"蟆颐观","2539A",103.8986,30.0506
"四川","眉山",511400,"气象局","2540A",103.8416,30.0874
"四川","眉山",511400,"旭光小区","2541A",103.8495,30.0691
"四川","眉山",511400,"市监测站","2542A",103.8341,30.062
"四川","宜宾",511500,"石马中学","1882A",104.5969,28.8194
"四川","宜宾",511500,"市委","1883A",104.6225,28.76611
"四川","宜宾",511500,"宜宾四中","1884A",104.6061,28.7867
"四川","宜宾",511500,"市政府","1885A",104.6417,28.76389
"四川","宜宾",511500,"黄金嘴","1886A",104.5761,28.71583
"四川","宜宾",511500,"沙坪中学","1887A",104.6789,28.7989
"四川","广安",511600,"小平旧居","2543A",106.631,30.518
"四川","广安",511600,"市委","2544A",106.6303,30.4576
"四川","广安",511600,"友谊中学","2545A",106.6271,30.4663
"四川","广安",511600,"人工湖","2546A",106.6406,30.4844
"四川","广安",511600,"广电花园","2547A",106.6388,30.4551
"四川","广安",511600,"北辰小学","2902A",106.6351,30.4865
"四川","达州",511700,"达州职业技术学院","2548A",107.5272,31.2797
"四川","达州",511700,"市环境监测站","2549A",107.525,31.215
"四川","达州",511700,"凤凰小区","2550A",107.4967,31.2108
"四川","达州",511700,"达县机关宾馆","2551A",107.5069,31.1956
"四川","达州",511700,"市政中心","2552A",107.4611,31.2058
"四川","雅安",511800,"大兴526台","2553A",103.009,30.0125
"四川","雅安",511800,"建安厂","2554A",103.0013,29.9899
"四川","雅安",511800,"市政府","2555A",103.0109,29.9834
"四川","雅安",511800,"川农大","2556A",103.0001,29.9816
"四川","巴中",511900,"南龛公园","2557A",106.7583,31.8475
"四川","巴中",511900,"市环保局","2558A",106.7389,31.8711
"四川","巴中",511900,"巴中中学","2559A",106.7594,31.8531
"四川","巴中",511900,"市六中","2560A",106.7608,31.8456
"四川","巴中",511900,"苏山坪","2914A",106.7513889,31.87888889
"四川","巴中",511900,"职业中学","2915A",106.7619444,31.85805556
"四川","资阳",512000,"莲花山","2561A",104.6617,30.1366
"四川","资阳",512000,"资阳中学","2562A",104.6356,30.1506
"四川","资阳",512000,"四三一厂","2563A",104.6289,30.1377
"四川","资阳",512000,"师范校","2564A",104.6469,30.1142
"四川","资阳",512000,"区法院","2565A",104.6294,30.1259
"四川","阿坝州",513200,"州农科所","2566A",102.1755,31.9286
"四川","阿坝州",513200,"州监测站","2567A",102.2218,31.9025
"四川","阿坝州",513200,"马师校","2568A",102.2402,31.8934
"四川","甘孜州",513300,"将军桥","2569A",101.9628,30.0506
"四川","甘孜州",513300,"水桥子","2570A",101.9603,30.0475
"四川","凉山州",513400,"青龙寺","2571A",102.3419,27.8094
"四川","凉山州",513400,"邛海宾馆","2572A",102.2714,27.8408
"四川","凉山州",513400,"西昌市政府","2573A",102.2625,27.8978
"四川","凉山州",513400,"凉山州政府","2574A",102.2689,27.8847
"四川","凉山州",513400,"长安","2575A",102.2311,27.8953
"天津","天津",120000,"南口路","1014A",117.193,39.173
"天津","天津",120000,"勤俭路","1015A",117.145,39.1654
"天津","天津",120000,"南京路","1016A",117.184,39.1205
"天津","天津",120000,"大直沽八号路","1017A",117.237,39.1082
"天津","天津",120000,"前进路","1018A",117.202,39.0927
"天津","天津",120000,"北辰科技园区","1019A",117.1837,39.2133
"天津","天津",120000,"跃进路","1021A",117.307,39.0877
"天津","天津",120000,"第四大街","1023A",117.707,39.0343
"天津","天津",120000,"永明路","1024A",117.457,38.8394
"天津","天津",120000,"航天路","1025A",117.401,39.124
"天津","天津",120000,"汉北路","1026A",117.764,39.1587
"天津","天津",120000,"团泊洼","1027A",117.157,38.9194
"天津","天津",120000,"河西一经路","2858A",117.7918,39.2474
"天津","天津",120000,"津沽路","2859A",117.3747,38.9846
"天津","天津",120000,"宾水西道","2860A",117.1589,39.0845
"天津","天津",120000,"大理道","2922A",117.1941,39.1067
"宁夏","银川",640100,"贺兰山马莲口","1484A",105.9512,38.6016
"宁夏","银川",640100,"银湖巷","1485A",106.2682,38.4744
"宁夏","银川",640100,"宁安大街","1486A",106.217,38.4536
"宁夏","银川",640100,"宁化生活区","1487A",106.0715,38.4858
"宁夏","银川",640100,"贺兰山东路","1488A",106.2328,38.4975
"宁夏","银川",640100,"学院路","1489A",106.1358,38.5036
"宁夏","银川",640100,"水乡路(直管站)","2924A",106.2275,38.44139
"宁夏","银川",640100,"上海东路","2925A",106.2739,38.4841
"宁夏","银川",640100,"文昌北街","2926A",106.1024,38.49494
"宁夏","石嘴山",640200,"沙湖旅游区","1947A",106.3394,38.817
"宁夏","石嘴山",640200,"大武口黄河东街","1948A",106.3717,39.0153
"宁夏","石嘴山",640200,"惠农南大街","1949A",106.7704,39.2282
"宁夏","石嘴山",640200,"红果子镇惠新街","1950A",106.7096,39.1292
"宁夏","吴忠",640300,"教育园区","2677A",106.1532,37.9648
"宁夏","吴忠",640300,"高级中学","2678A",106.2025,37.9844
"宁夏","吴忠",640300,"新区二泵站","2679A",106.196,37.9723
"宁夏","固原",640400,"马园","2683A",106.2319,36.1417
"宁夏","固原",640400,"监测站","2684A",106.2792,36.0022
"宁夏","固原",640400,"新区","2685A",106.2375,36.0211
"宁夏","中卫",640500,"沙坡头消防站","2680A",105.0197,37.4514
"宁夏","中卫",640500,"官桥站","2681A",105.18,37.0172
"宁夏","中卫",640500,"环保局站","2682A",105.1971,37.5002
"安徽","合肥",340100,"明珠广场","1270A",117.196,31.7848
"安徽","合肥",340100,"三里街","1271A",117.307,31.8766
"安徽","合肥",340100,"琥珀山庄","1272A",117.259,31.8706
"安徽","合肥",340100,"董铺水库","1273A",117.16,31.9051
"安徽","合肥",340100,"长江中路","1274A",117.25,31.8572
"安徽","合肥",340100,"庐阳区","1275A",117.266,31.9438
"安徽","合肥",340100,"瑶海区","1276A",117.336,31.8585
"安徽","合肥",340100,"包河区","1277A",117.302,31.7956
"安徽","合肥",340100,"滨湖新区","1278A",117.278,31.7386
"安徽","合肥",340100,"高新区","1279A",117.124,31.8516
"安徽","芜湖",340200,"监测站","1794A",118.3528,31.3508
"安徽","芜湖",340200,"科创中心","1795A",118.37,31.4189
"安徽","芜湖",340200,"四水厂","1796A",118.3708,31.3178
"安徽","芜湖",340200,"五七二零厂","1797A",118.4022,31.3839
"安徽","蚌埠",340300,"工人疗养院","2270A",117.3961,32.939
"安徽","蚌埠",340300,"百货大楼","2271A",117.3575,32.9444
"安徽","蚌埠",340300,"二水厂","2272A",117.3086,32.935
"安徽","蚌埠",340300,"蚌埠学院","2273A",117.4186,32.8913
"安徽","蚌埠",340300,"淮上区政府","2274A",117.3536,32.9673
"安徽","蚌埠",340300,"高新区","2275A",117.3065,32.8985
"安徽","淮南",340400,"潘集区政府","2277A",116.8028,32.7639
"安徽","淮南",340400,"师范学院","2278A",117.0083,32.645
"安徽","淮南",340400,"谢家集区政府","2279A",116.8556,32.6028
"安徽","淮南",340400,"八公山区政府","2280A",116.8306,32.6319
"安徽","淮南",340400,"焦岗湖风景区管理处","2281A",116.7039,32.625
"安徽","淮南",340400,"益益乳业工业园","2874A",117.0411667,32.64600333
"安徽","马鞍山",340500,"湖东路四小","1798A",118.5058,31.6861
"安徽","马鞍山",340500,"天平服装","1799A",118.4828,31.6411
"安徽","马鞍山",340500,"慈湖二小","1800A",118.5106,31.7506
"安徽","马鞍山",340500,"马钢动力厂","1801A",118.48,31.6928
"安徽","马鞍山",340500,"市教育基地","1802A",118.6439,31.7133
"安徽","淮北",340600,"监测站","2282A",116.8008,33.975
"安徽","淮北",340600,"烈山区政府","2283A",116.8067,33.8997
"安徽","淮北",340600,"职业技术学院","2284A",116.7844,33.9461
"安徽","铜陵",340700,"市第四中学","2285A",117.8178,30.9414
"安徽","铜陵",340700,"市公路局","2286A",117.8078,30.9222
"安徽","铜陵",340700,"市新民污水厂","2287A",117.7806,30.9414
"安徽","铜陵",340700,"市第九中学","2288A",117.7442,30.8811
"安徽","铜陵",340700,"车站新区","2289A",117.8561,30.9219
"安徽","铜陵",340700,"市职教基地","2290A",117.8472,30.9697
"安徽","安庆",340800,"环科院","2291A",117.0549,30.5103
"安徽","安庆",340800,"马山宾馆","2292A",117.0331111,30.51197222
"安徽","安庆",340800,"联富花园","2293A",117.0486,30.5489
"安徽","安庆",340800,"安庆大学","2294A",116.9894,30.6145
"安徽","黄山",341000,"延安路89号","2295A",118.3057,29.7128
"安徽","黄山",341000,"黄山东路89号","2296A",118.3236,29.7207
"安徽","黄山",341000,"黄山区政府5号楼","2297A",118.1371,30.2756
"安徽","滁州",341100,"老年大学","2298A",118.3094,32.3153
"安徽","滁州",341100,"人大宾馆","2299A",118.3244,32.2786
"安徽","滁州",341100,"监测站","2300A",118.3158,32.3061
"安徽","阜阳",341200,"市监测站","2301A",115.8275,32.8928
"安徽","阜阳",341200,"开发区","2303A",115.8556,32.8603
"安徽","阜阳",341200,"阜阳职业技术学院","2875A",115.7838889,32.88922222
"安徽","宿州",341300,"监测楼","2304A",116.9765,33.6481
"安徽","宿州",341300,"一中","2305A",116.9677,33.6284
"安徽","宿州",341300,"火车站","2306A",116.989,33.63063889
"安徽","六安",341500,"监测大楼","2307A",116.508,31.7371
"安徽","六安",341500,"皖西学院","2308A",116.478,31.7618
"安徽","六安",341500,"朝阳厂","2309A",116.5068,31.7797
"安徽","六安",341500,"开发区","2310A",116.5661,31.7712
"安徽","亳州",341600,"污水处理厂","2311A",115.8067,33.8399
"安徽","亳州",341600,"三国揽胜宫","2312A",115.7831,33.8561
"安徽","池州",341700,"环保大楼","2313A",117.4808,30.6414
"安徽","池州",341700,"池州学院","2314A",117.4697,30.6617
"安徽","池州",341700,"平天湖","2315A",117.4974,30.6539
"安徽","池州",341700,"老干部局","2916A",117.49,30.66
"安徽","宣城",341800,"鳌峰子站","2316A",118.7581,30.9447
"安徽","宣城",341800,"敬亭山子站","2317A",118.7386,30.9742
"安徽","宣城",341800,"开发区子站","2318A",118.7175,30.9431
"山东","济南",370100,"科干所","1299A",116.988,36.6114
"山东","济南",370100,"农科所","1300A",116.93,36.67
"山东","济南",370100,"开发区","1301A",117.114,36.6739
"山东","济南",370100,"济南化工厂","1302A",116.989,36.6872
"山东","济南",370100,"省种子仓库","1303A",117.0684,36.6868
"山东","济南",370100,"机床二厂","1304A",116.943,36.6489
"山东","济南",370100,"市监测站","1305A",117.049,36.6622
"山东","济南",370100,"长清党校","1306A",116.734,36.5336
"山东","章丘",370181,"环境监测站","1961A",117.541,36.71
"山东","章丘",370181,"明水开发区","1962A",117.541,36.71
"山东","青岛",370200,"仰口","1307A",120.6659,36.2403
"山东","青岛",370200,"李沧区子站","1308A",120.3905,36.1851
"山东","青岛",370200,"市北区子站","1309A",120.3471,36.0699
"山东","青岛",370200,"市南区东部子站","1310A",120.4134,36.0654
"山东","青岛",370200,"四方区子站","1311A",120.3664,36.1032
"山东","青岛",370200,"市南区西部子站","1312A",120.2992,36.0543
"山东","青岛",370200,"崂山区子站","1313A",120.4587,36.0851
"山东","青岛",370200,"黄岛区子站","1314A",120.1964,36.3083
"山东","青岛",370200,"城阳区子站","1315A",120.4001,36.2403
"山东","胶州",370281,"胶州环保局","1967A",120.008,36.283
"山东","胶州",370281,"胶州一中","1968A",120.014,36.253
"山东","即墨",370282,"环保局子站","1963A",120.61,36.44
"山东","即墨",370282,"开发区子站","1964A",120.47,36.39
"山东","平度",370283,"1号","1971A",119.952,36.792
"山东","平度",370283,"2号","1972A",119.976,36.799
"山东","胶南",370284,"JN子站","1965A",120.005,35.878
"山东","胶南",370284,"2号子站","1966A",120.039,35.872
"山东","莱西",370285,"环保局子站","1969A",120.537,36.865
"山东","莱西",370285,"人民广场子站","1970A",120.515,36.885
"山东","淄博",370300,"人民公园","1631A",118.0482,36.8088
"山东","淄博",370300,"东风化工厂","1632A",118.0448,36.838
