"province","city","city_code","station","station_code","lon","lat"
"湖南","岳阳",430600,"开发区","1849A",113.1772,29.3678
"湖南","岳阳",430600,"云溪区","1850A",113.2621,29.4758
"湖南","岳阳",430600,"君山区","1851A",112.9943,29.4402
"湖南","岳阳",430600,"金凤水库","1852A",113.2117,29.355
"湖南","常德",430700,"市监测站","1853A",111.7044,29.0244
"湖南","常德",430700,"市二中","1854A",111.6975,28.9703
"湖南","常德",430700,"鼎城区环保局","1855A",111.6753,29.0239
"湖南","常德",430700,"市技术监督局","1856A",111.6794,29.0381
"湖南","常德",430700,"白鹤山","1857A",111.7158,29.1456
"湖南","张家界",430800,"永定新区","1858A",110.48,29.1389
"湖南","张家界",430800,"电业局","1859A",110.4697,29.1242
"湖南","张家界",430800,"未央路","1860A",110.5594,29.3547
"湖南","张家界",430800,"袁家界","1861A",110.4417,29.315
"湖南","益阳",430900,"甘溪港","2467A",112.4067,28.6428
"湖南","益阳",430900,"市环保局","2468A",112.3458,28.5808
"湖南","益阳",430900,"市特殊教育学校","2469A",112.3439,28.56
"湖南","益阳",430900,"资阳区政务中心","2470A",112.3347,28.6047
"湖南","益阳",430900,"赫山环保分局","2471A",112.3744,28.5819
"湖南","郴州",431000,"马头岭","2472A",113.0073,25.9061
"湖南","郴州",431000,"市职中","2473A",113.0116,25.8226
"湖南","郴州",431000,"兴隆步行街","2474A",113.0119,25.8179
"湖南","郴州",431000,"市审计局","2475A",113.0383,25.8071
"湖南","郴州",431000,"市环保局","2476A",113.0348,25.7759
"湖南","永州",431100,"零陵南津渡","2477A",111.6217,26.2081
"湖南","永州",431100,"市环境监测站","2478A",111.6156,26.4214
"湖南","永州",431100,"零陵区环保局","2479A",111.6236,26.2331
"湖南","永州",431100,"永州市环保局","2480A",111.5992,26.4364
"湖南","永州",431100,"冷水滩区环保局","2481A",111.5989,26.4519
"湖南","怀化",431200,"林科所","2482A",109.9333,27.5733
"湖南","怀化",431200,"河西地税局","2483A",109.9453,27.5444
"湖南","怀化",431200,"市四医院","2484A",109.9792,27.5342
"湖南","怀化",431200,"监测楼","2485A",109.9972,27.5578
"湖南","怀化",431200,"市委党校","2486A",110.0394,27.583
"湖南","娄底",431300,"电视发射台","2487A",111.9975,27.725
"湖南","娄底",431300,"市监测站","2488A",111.9975,27.725
"湖南","娄底",431300,"市委党校","2489A",112.0194,27.7314
"湖南","娄底",431300,"涟钢","2490A",111.9561,27.7569
"湖南","娄底",431300,"市政府","2491A",111.9892,27.7044
"湖南","湘西州",433100,"跃进水库","2492A",109.6414,28.2558
"湖南","湘西州",433100,"州政府","2493A",109.7325,28.3169
"湖南","湘西州",433100,"吉首市计生局","2494A",109.6958,28.2675
"甘肃","兰州",620100,"职工医院","1475A",103.712,36.0756
"甘肃","兰州",620100,"兰炼宾馆","1476A",103.631,36.1031
"甘肃","兰州",620100,"榆中兰大校区","1477A",104.148,35.94
"甘肃","兰州",620100,"生物制品所","1478A",103.841,36.0725
"甘肃","兰州",620100,"铁路设计院","1479A",103.831,36.0464
"甘肃","嘉峪关",620200,"气象局","1945A",98.2908,39.7711
"甘肃","嘉峪关",620200,"酒钢宾馆","2884A",98.26722222,39.79777778
"甘肃","金昌",620300,"市科委","1942A",102.1878,38.5247
"甘肃","金昌",620300,"新川苑","1943A",102.1725,38.5339
"甘肃","金昌",620300,"公司二招","1944A",102.1708,38.5061
"甘肃","白银",620400,"豫源饭店","2647A",104.1731,36.5458
"甘肃","白银",620400,"动力公司","2648A",104.1731,36.5481
"甘肃","天水",620500,"仙人崖","2649A",106.005,34.3469
"甘肃","天水",620500,"进步巷","2650A",105.7281,34.5814
"甘肃","天水",620500,"文化馆","2651A",105.8614,34.5653
"甘肃","武威",620600,"监测站","2652A",102.6219,37.9311
"甘肃","武威",620600,"雷台","2653A",102.6469,37.9358
"甘肃","张掖",620700,"监测站","2654A",100.4686,38.9467
"甘肃","张掖",620700,"科委","2655A",100.4497,38.9389
"甘肃","平凉",620800,"监测站","2656A",106.6692,35.5461
"甘肃","平凉",620800,"博物馆","2657A",106.7039,35.5294
"甘肃","酒泉",620900,"仓门街子站","2658A",98.509,39.746
"甘肃","酒泉",620900,"富康家世界子站","2659A",98.5023,39.7294
"甘肃","庆阳",621000,"区环保局","2660A",107.6831,35.7289
"甘肃","庆阳",621000,"粮贸总公司","2661A",107.6406,35.5236
"甘肃","庆阳",621000,"市环保局","2662A",107.6364,35.7067
"甘肃","定西",621100,"监测站（原粮食局）","2663A",104.6228,35.5714
"甘肃","定西",621100,"南峰招待所（原起重机厂）","2664A",104.6169,35.5975
"甘肃","陇南",621200,"汉王镇固水子","2665A",105.0822,33.3261
"甘肃","陇南",621200,"滨江中学","2885A",104.9338889,33.38256667
"甘肃","临夏州",622900,"环保局","2667A",103.2139,35.6039
"甘肃","临夏州",622900,"州委党校","2668A",103.2064,35.5997
"甘肃","甘南州",623000,"监测站","2669A",102.905,35.0003
"福建","福州",350100,"鼓山","1280A",119.389,26.0542
"福建","福州",350100,"快安","1281A",119.414,26.0258
"福建","福州",350100,"师大","1282A",119.303,26.0392
"福建","福州",350100,"五四北路","1283A",119.299,26.1092
"福建","福州",350100,"杨桥西路","1284A",119.268,26.0797
"福建","福州",350100,"紫阳","1285A",119.315,26.0753
"福建","厦门",350200,"溪东","1286A",118.15694444,24.818055556
"福建","厦门",350200,"洪文","1287A",118.15138889,24.476666667
"福建","厦门",350200,"鼓浪屿","1288A",118.06361111,24.445833333
"福建","厦门",350200,"湖里中学","2842A",118.0936,24.5058
"福建","莆田",350300,"荔城区仓后路","2319A",119.0156,25.442
"福建","莆田",350300,"莆田市监测站","2320A",119.0018,25.4552
"福建","莆田",350300,"涵江区六中","2321A",119.1117,25.4556
"福建","莆田",350300,"秀屿区政府","2322A",119.1015,25.3214
"福建","莆田",350300,"东圳水库","2323A",118.981,25.4792
"福建","三明",350400,"三钢","2324A",117.6211,26.2625
"福建","三明",350400,"三明二中","2325A",117.6353,26.2708
"福建","三明",350400,"三元区政府","2326A",117.6028,26.2378
"福建","三明",350400,"洋溪","2327A",117.7275,26.3108
"福建","泉州",350500,"涂山街","1611A",118.5819,24.9117
"福建","泉州",350500,"津头埔","1612A",118.5972,24.8978
"福建","泉州",350500,"万安","1613A",118.6663,24.9424
"福建","泉州",350500,"清源山","1614A",118.6108,24.9617
"福建","漳州",350600,"蓝田","2073A",117.7206,24.5086
"福建","漳州",350600,"漳州三中","2074A",117.6569,24.5157
"福建","漳州",350600,"九湖","2075A",117.6336,24.4674
"福建","漳州",350600,"蓝田镇","2920A",117.7116,24.506
"福建","南平",350700,"茫荡山","2331A",118.0966,26.6761
"福建","南平",350700,"南平市监测站","2332A",118.1694,26.6383
"福建","南平",350700,"南平铝业有限公司","2333A",118.1819,26.6514
"福建","南平",350700,"南平七中","2334A",118.1756,26.6272
"福建","龙岩",350800,"龙岩师专","2335A",117.0181,25.1174
"福建","龙岩",350800,"龙岩市监测站","2336A",117.0216,25.1035
"福建","龙岩",350800,"闽西职业技术学院","2337A",117.0256,25.0661
"福建","龙岩",350800,"龙岩学院","2338A",117.0151,25.0311
"福建","宁德",350900,"金涵水库","2339A",119.5001,26.6946
"福建","宁德",350900,"蕉城区农机局","2340A",119.5202,26.6607
"福建","宁德",350900,"宁德市监测站","2341A",119.5392,26.6611
"西藏","拉萨",540100,"八廓街","1456A",91.1319,29.6514
"西藏","拉萨",540100,"市环保局","1457A",91.1221,29.6747
"西藏","拉萨",540100,"区监测站","1458A",91.0874,29.6475
"西藏","拉萨",540100,"西藏大学","1459A",91.1774,29.6541
"西藏","拉萨",540100,"区辐射站","1460A",90.9798,29.6588
"西藏","拉萨",540100,"拉萨火车站","1461A",91.0834,29.6292
"西藏","昌都地区",542100,"昌都监测站","2622A",97.1804,31.1278
"西藏","昌都地区",542100,"昌都地区昌都坝","2623A",97.1809,31.1254
"西藏","山南地区",542200,"山南监测站","2624A",91.7608,29.2313
"西藏","山南地区",542200,"山南人民医院","2625A",91.7706,29.261
"西藏","日喀则地区",542300,"日喀则监测站","2626A",88.8876,29.2718
"西藏","日喀则地区",542300,"日喀则鸿达公司","2627A",88.8931,29.2365
"西藏","那曲地区",542400,"那曲监测站","2628A",92.0657,31.4846
"西藏","那曲地区",542400,"那曲嘉兴医院","2629A",92.0505,31.4733
"西藏","阿里地区",542500,"阿里监测站","2630A",80.1161,32.5
"西藏","阿里地区",542500,"阿里地委","2631A",80.0895,32.5039
"西藏","林芝地区",542600,"林芝监测站","2632A",94.3681,29.6376
"西藏","林芝地区",542600,"林芝人民医院","2633A",94.3616,29.6632
"贵州","贵阳",520100,"马鞍山","1439A",106.6856,26.6029
"贵州","贵阳",520100,"市环保站","1440A",106.6971,26.5689
"贵州","贵阳",520100,"鉴湖路","1441A",106.6243,26.6266
"贵州","贵阳",520100,"燕子冲","1442A",106.7487,26.6343
"贵州","贵阳",520100,"碧云窝","1443A",106.6554,26.4364
"贵州","贵阳",520100,"中院村","1444A",106.6948,26.5155
"贵州","贵阳",520100,"红边门","1445A",106.7105,26.6009
"贵州","贵阳",520100,"新华路","1446A",106.7164,26.5697
"贵州","贵阳",520100,"太慈桥","1447A",106.6867,26.5495
"贵州","贵阳",520100,"桐木岭","1552A",106.805,26.3003
"贵州","六盘水",520200,"窑上","2576A",104.8,26.5892
"贵州","六盘水",520200,"黄土坡","2577A",104.83,26.5917
"贵州","六盘水",520200,"水钢","2578A",104.89,26.5939
"贵州","六盘水",520200,"民中","2579A",104.8475,26.5894
"贵州","六盘水",520200,"双水","2580A",104.9544,26.5506
"贵州","遵义",520300,"丁字口","1911A",106.9222,27.6869
"贵州","遵义",520300,"凤凰山","1912A",106.9242,27.7019
"贵州","遵义",520300,"忠庄","1913A",106.8906,27.6486
"贵州","遵义",520300,"舟水桥","1914A",106.9231,27.6506
"贵州","遵义",520300,"干田坝","1915A",106.9178,27.72
"贵州","安顺",520400,"虹机厂子校","2581A",105.9556,26.2611
"贵州","安顺",520400,"市一中","2582A",105.9278,26.255
"贵州","安顺",520400,"铁路子校","2583A",105.9394,26.2358
"贵州","安顺",520400,"龙岩子校","2584A",105.8853,26.2392
"贵州","铜仁地区",522200,"铜仁卫校","2585A",109.1916,27.7297
"贵州","铜仁地区",522200,"铜仁七中","2586A",109.1794,27.7231
"贵州","黔西南州",522300,"场坝街","2589A",104.9022,25.0925
"贵州","黔西南州",522300,"坪东大道","2590A",104.8811,25.0992
"贵州","毕节",522400,"八中","2587A",105.2864,27.3125
"贵州","毕节",522400,"师专","2588A",105.31,27.2944
"贵州","黔东南州",522600,"市环境监测站","2591A",107.9783,26.5747
"贵州","黔东南州",522600,"凯里学院","2881A",107.8908333,26.53111111
"贵州","黔南州",522700,"小围寨","2593A",107.5228,26.2403
"辽宁","沈阳",210100,"森林路","1098A",123.6836,41.9339
"辽宁","沈阳",210100,"浑南东路","1099A",123.535,41.7561
"辽宁","沈阳",210100,"新秀街","1100A",123.439,41.7089
"辽宁","沈阳",210100,"东陵路","1102A",123.542,41.8336
"辽宁","沈阳",210100,"陵东街","1103A",123.428,41.8472
"辽宁","沈阳",210100,"文化路","1104A",123.41,41.765
"辽宁","沈阳",210100,"小河沿","1105A",123.478,41.7775
"辽宁","沈阳",210100,"太原街","1106A",123.3997,41.7972
"辽宁","沈阳",210100,"京沈街","1108A",123.3783,41.9228
"辽宁","沈阳",210100,"沈辽西路","2897A",123.2444,41.7347
"辽宁","沈阳",210100,"裕农路","2900A",123.5953,41.9086
"辽宁","大连",210200,"甘井子","1109A",121.61194444,38.973888889
"辽宁","大连",210200,"周水子","1110A",121.565,38.951111111
"辽宁","大连",210200,"星海三站","1111A",121.56388889,38.885
"辽宁","大连",210200,"青泥洼桥","1112A",121.63305556,38.911944444
"辽宁","大连",210200,"傅家庄","1113A",121.625,38.863888889
"辽宁","大连",210200,"七贤岭","1114A",121.51805556,38.856111111
"辽宁","大连",210200,"旅顺","1115A",121.25888889,38.808055556
"辽宁","大连",210200,"金州","1116A",121.7481,39.1311
"辽宁","大连",210200,"开发区","1117A",121.7769,39.0511
"辽宁","大连",210200,"双D港","1118A",121.9769,39.0631
"辽宁","瓦房店",210281,"抱龙山庄","2018A",121.989,39.625
"辽宁","瓦房店",210281,"东山公园","2019A",122.011,39.617
"辽宁","鞍山",210300,"深沟寺","1748A",123.044,41.1196
"辽宁","鞍山",210300,"太阳城","1749A",123.011,41.0931
"辽宁","鞍山",210300,"太平","1750A",123.0485,41.1442
"辽宁","鞍山",210300,"铁西三道街","1751A",122.9642,41.0971
"辽宁","鞍山",210300,"铁西工业园区","1752A",122.9481,41.0833
"辽宁","鞍山",210300,"明达新区","1753A",123.0156,41.0831
"辽宁","鞍山",210300,"千山","1754A",123.1289,41.0228
"辽宁","抚顺",210400,"望花区","1755A",123.81,41.8469
"辽宁","抚顺",210400,"顺城区","1756A",123.9169,41.8828
"辽宁","抚顺",210400,"东洲区","1757A",124.0383,41.8625
"辽宁","抚顺",210400,"新抚区","1758A",123.9,41.8594
"辽宁","抚顺",210400,"大伙房水库","1759A",124.0878,41.8864
"辽宁","抚顺",210400,"沈抚新城","1760A",123.7117,41.8417
"辽宁","本溪",210500,"大峪","1761A",123.8436,41.3283
"辽宁","本溪",210500,"溪湖","1762A",123.7528,41.3369
"辽宁","本溪",210500,"彩屯","1763A",123.7308,41.3047
"辽宁","本溪",210500,"东明","1764A",123.7669,41.2864
"辽宁","本溪",210500,"新立屯","1765A",123.7989,41.2692
"辽宁","本溪",210500,"威宁","1766A",123.8142,41.3472
"辽宁","丹东",210600,"江湾东路","1600A",124.3303,40.0625
"辽宁","丹东",210600,"临江后街","1601A",124.4256,40.1503
"辽宁","丹东",210600,"元宝山","1602A",124.3933,40.1461
"辽宁","丹东",210600,"民主桥","1603A",124.3678,40.1194
"辽宁","锦州",210700,"南山","1767A",121.0986,41.0781
"辽宁","锦州",210700,"开发区","1768A",121.045,40.8333
"辽宁","锦州",210700,"百股街道","1769A",121.2008,41.1219
"辽宁","锦州",210700,"天安街道","1770A",121.1178,41.1222
"辽宁","锦州",210700,"北湖公园","1771A",121.1303,41.1386
"辽宁","营口",210800,"学府南路","1596A",122.2414,40.6592
"辽宁","营口",210800,"大庆路","1597A",122.2703,40.7094
"辽宁","营口",210800,"镜湖西路","1598A",122.215,40.6511
"辽宁","营口",210800,"西炮台","1599A",122.1658,40.6789
"辽宁","阜新",210900,"工业园区","2207A",121.6178,41.9967
"辽宁","阜新",210900,"长青街","2208A",121.6561,42.0186
"辽宁","阜新",210900,"农业园区","2209A",121.6972,42.0503
"辽宁","阜新",210900,"东苑","2210A",121.6722,42.0228
"辽宁","阜新",210900,"玉龙新城","2211A",121.6592,42.0486
"辽宁","辽阳",211000,"宏伟区","2212A",123.2,41.1953
"辽宁","辽阳",211000,"新华园","2213A",123.15,41.2553
"辽宁","辽阳",211000,"滨河路","2214A",123.1761,41.2736
"辽宁","辽阳",211000,"铁西工业园","2215A",123.1417,41.2894
"辽宁","盘锦",211100,"开发区","1604A",122.0247,41.1556
"辽宁","盘锦",211100,"兴隆台","1605A",122.0539,41.0903
"辽宁","盘锦",211100,"新生街道","1606A",121.835,41.1042
"辽宁","铁岭",211200,"汇工街西","2216A",123.8139,42.3022
"辽宁","铁岭",211200,"水上乐园","2217A",123.8831,42.2953
"辽宁","铁岭",211200,"银州路东段","2218A",123.8489,42.2864
"辽宁","铁岭",211200,"金沙江路北","2219A",123.7153,42.2217
"辽宁","朝阳",211300,"西梁","2220A",120.4439,41.5931
"辽宁","朝阳",211300,"河畔小区","2221A",120.4486,41.5672
"辽宁","朝阳",211300,"八里堡","2222A",120.4247,41.5647
"辽宁","朝阳",211300,"农业园区","2223A",120.3939,41.615
"辽宁","葫芦岛",211400,"龙港区","1607A",120.9092,40.7136
"辽宁","葫芦岛",211400,"化工街","1608A",120.8392,40.7514
"辽宁","葫芦岛",211400,"新区","1609A",120.8478,40.715
"辽宁","葫芦岛",211400,"东城区","1610A",120.8631,40.7736
"重庆","重庆",500000,"缙云山","1414A",106.379,29.8272
"重庆","重庆",500000,"高家花园","1415A",106.46,29.5736
"重庆","重庆",500000,"天生","1416A",106.424,29.8264
"重庆","重庆",500000,"两路","1417A",106.626,29.7228
"重庆","重庆",500000,"虎溪","1418A",106.296,29.5983
"重庆","重庆",500000,"南坪","1419A",106.54,29.5186
"重庆","重庆",500000,"唐家沱","1420A",106.65,29.6219
"重庆","重庆",500000,"茶园","1421A",106.634,29.4892
"重庆","重庆",500000,"白市驿","1422A",106.364,29.4822
"重庆","重庆",500000,"解放碑","1423A",106.571,29.5642
"重庆","重庆",500000,"杨家坪","1424A",106.512,29.5164
"重庆","重庆",500000,"空港","1425A",106.617,29.7125
"重庆","重庆",500000,"新山村","1426A",106.468,29.4892
"重庆","重庆",500000,"礼嘉","1427A",106.562,29.6453
"重庆","重庆",500000,"蔡家","1428A",106.452,29.709
"重庆","重庆",500000,"鱼新街","1429A",106.513,29.389
"重庆","重庆",500000,"南泉","1430A",106.591,29.4272
"陕西","西安",610100,"高压开关厂","1462A",108.882,34.2749
"陕西","西安",610100,"兴庆小区","1463A",108.993,34.2629
"陕西","西安",610100,"纺织城","1464A",109.06,34.2572
"陕西","西安",610100,"小寨","1465A",108.94,34.2324
"陕西","西安",610100,"市人民体育场","1466A",108.954,34.2713
"陕西","西安",610100,"高新西区","1467A",108.883,34.2303
"陕西","西安",610100,"经开区","1468A",108.935,34.3474
"陕西","西安",610100,"长安区","1469A",108.906,34.1546
"陕西","西安",610100,"阎良区","1470A",109.2,34.6575
"陕西","西安",610100,"临潼区","1471A",109.2186,34.3731
"陕西","西安",610100,"草滩","1472A",108.869,34.378
"陕西","西安",610100,"曲江文化产业集团","1473A",108.985,34.1978
"陕西","西安",610100,"广运潭","1474A",109.043,34.3274
"陕西","铜川",610200,"党校","1922A",109.0656,35.0994
"陕西","铜川",610200,"王益区政府","1923A",109.0697,35.0697
"陕西","铜川",610200,"新区管委会","1924A",108.9344,34.9058
"陕西","铜川",610200,"新区兰芝公司","1925A",108.9589,34.8731
"陕西","宝鸡",610300,"庙沟村","1930A",107.1586,34.3708
"陕西","宝鸡",610300,"竹园沟","1931A",107.0708,34.3017
"陕西","宝鸡",610300,"三陆医院","1932A",107.1906,34.3672
"陕西","宝鸡",610300,"监测站","1933A",107.1431,34.3547
"陕西","宝鸡",610300,"技工学校","1934A",107.1186,34.3739
"陕西","宝鸡",610300,"陈仓环保局","1935A",107.3906,34.3528
"陕西","宝鸡",610300,"文理学院","1936A",107.2058,34.3497
"陕西","宝鸡",610300,"三迪小学","1937A",107.2386,34.3622
"陕西","咸阳",610400,"气象站","1918A",108.7197,34.3956
"陕西","咸阳",610400,"中华小区","1919A",108.6761,34.3181
"陕西","咸阳",610400,"师范学院","1920A",108.7233,34.3617
"陕西","咸阳",610400,"中医学院","1921A",108.7369,34.3164
"陕西","渭南",610500,"农科所","1938A",109.5293,34.5101
"陕西","渭南",610500,"日报社","1939A",109.5049,34.5004
"陕西","渭南",610500,"体育馆","1940A",109.4636,34.493
"陕西","渭南",610500,"高新一小","1941A",109.4266,34.5021
"陕西","延安",610600,"枣园","1926A",109.4131,36.6275
"陕西","延安",610600,"延大医附院","1927A",109.4761,36.6028
"陕西","延安",610600,"市监测站","1928A",109.4824,36.5767
"陕西","延安",610600,"百米大道","1929A",109.5056,36.6106
"陕西","汉中",610700,"汉川机床厂子校","2634A",106.9893,33.1842
"陕西","汉中",610700,"市监测站","2635A",107.0154,33.0706
"陕西","汉中",610700,"鑫源开发区","2636A",107.0089,33.1138
"陕西","汉中",610700,"南郑大河坎水厂","2637A",107.007,33.0323
"陕西","榆林",610800,"红石峡森林公园","2638A",109.7414,38.3344
"陕西","榆林",610800,"世纪广场","2639A",109.7456,38.2911
"陕西","榆林",610800,"实验中学","2640A",109.7289,38.2839
"陕西","榆林",610800,"环保监测大楼","2641A",109.7336,38.2478
"陕西","安康",610900,"香溪洞","2642A",109.0311,32.6778
"陕西","安康",610900,"安康市监测站","2643A",109.0281,32.6939
"陕西","安康",610900,"汉滨区检察院","2644A",109.0072,32.6975
"陕西","商洛",611000,"监测站","2645A",109.9154,33.8715
"陕西","商洛",611000,"东龙山气象局","2646A",109.966,33.8509
"青海","西宁",630100,"市环境监测站","1480A",101.748,36.6428
"青海","西宁",630100,"省医药仓库","1481A",101.749,36.6922
"青海","西宁",630100,"四陆医院","1482A",101.834,36.5819
"青海","西宁",630100,"第五水厂","1483A",101.524,36.6867
"青海","海东地区",632100,"平安县","2670A",102.1086,36.4997
"青海","海北州",632200,"海晏县西海镇","2671A",100.9048,36.9639
"青海","黄南州",632300,"同仁县隆务镇","2672A",102.0199,35.5102
"青海","海南州",632500,"共和县恰卜恰镇","2673A",100.6188,36.2866
"青海","果洛州",632600,"玛沁县大武镇","2674A",100.2561,34.4714
"青海","玉树州",632700,"玉树县结古镇","2675A",97,33.0014
"青海","海西州",632800,"德令哈市","2676A",97.3731,37.3753
"黑龙江","哈尔滨",230100,"岭北","1129A",126.542,45.755
"黑龙江","哈尔滨",230100,"松北商大","1130A",126.561,45.8167
"黑龙江","哈尔滨",230100,"阿城会宁","1131A",126.979,45.5422
"黑龙江","哈尔滨",230100,"南岗学府路","1132A",126.599,45.7222
"黑龙江","哈尔滨",230100,"太平宏伟公园","1133A",126.689,45.7733
"黑龙江","哈尔滨",230100,"道外承德广场","1134A",126.635,45.7667
"黑龙江","哈尔滨",230100,"香坊红旗大街","1135A",126.685,45.7319
"黑龙江","哈尔滨",230100,"动力和平路","1136A",126.646,45.7258
"黑龙江","哈尔滨",230100,"道里建国路","1137A",126.593,45.7478
"黑龙江","哈尔滨",230100,"平房东轻厂","1138A",126.615,45.61
"黑龙江","哈尔滨",230100,"呼兰师专","1139A",126.6106,45.9819
"黑龙江","哈尔滨",230100,"省农科院","1140A",126.6206,45.6842
"黑龙江","齐齐哈尔",230200,"安居小区","1779A",123.9305,47.3636
"黑龙江","齐齐哈尔",230200,"中心广场","1780A",123.9305,47.3386
"黑龙江","齐齐哈尔",230200,"农牧车辆厂","1781A",123.9483,47.3227
"黑龙江","齐齐哈尔",230200,"富区环保局","1782A",123.6261,47.203
"黑龙江","齐齐哈尔",230200,"市环境监测站","1783A",123.945,47.2988
"黑龙江","鸡西",230300,"环保局","2240A",130.962,45.2924
"黑龙江","鸡西",230300,"自来水公司","2241A",130.9817,45.305
"黑龙江","鸡西",230300,"白酒厂","2242A",131.0103,45.2948
"黑龙江","鸡西",230300,"气象局","2243A",130.9298,45.2978
"黑龙江","鹤岗",230400,"哈啤分公司","2244A",130.2659,47.3349
"黑龙江","鹤岗",230400,"斯达机电","2245A",130.261,47.2753
"黑龙江","鹤岗",230400,"东山纸板厂","2246A",130.3172,47.3489
"黑龙江","鹤岗",230400,"五号水库","2247A",130.1097,47.3382
"黑龙江","双鸭山",230500,"双合村","2248A",131.1638,46.6572
"黑龙江","双鸭山",230500,"南小市","2249A",131.1651,46.619
"黑龙江","双鸭山",230500,"环保局","2250A",131.1516,46.6462
"黑龙江","双鸭山",230500,"苗圃","2251A",131.1572,46.5888
"黑龙江","大庆",230600,"大同区","1789A",124.8354,46.0347
"黑龙江","大庆",230600,"龙凤区","1790A",125.112,46.528
"黑龙江","大庆",230600,"红岗区","1791A",124.8847,46.3991
"黑龙江","大庆",230600,"萨尔图区","1792A",125.1386,46.5776
"黑龙江","大庆",230600,"让胡路区","1793A",124.8648,46.6219
"黑龙江","伊春",230700,"中心医院","2252A",128.8736,47.7222
"黑龙江","伊春",230700,"林管局","2253A",128.9094,47.7317
"黑龙江","伊春",230700,"汤旺河国家公园","2254A",129.4942,48.4658
"黑龙江","佳木斯",230800,"佳纺","2255A",130.2719,46.8025
"黑龙江","佳木斯",230800,"发电厂","2256A",130.3961,46.8267
"黑龙江","佳木斯",230800,"环保局","2257A",130.3258,46.7975
"黑龙江","佳木斯",230800,"十一中","2258A",130.3648,46.8032
"黑龙江","佳木斯",230800,"四丰","2259A",130.3794,46.7588
"黑龙江","七台河",230900,"环保局","2260A",131.0032,45.7677
"黑龙江","七台河",230900,"新建","2261A",130.8625,45.8194
"黑龙江","七台河",230900,"葫头沟","2262A",130.9467,45.8309
"黑龙江","牡丹江",231000,"环保大楼","1784A",129.61,44.561
"黑龙江","牡丹江",231000,"文化广场","1785A",129.6115,44.5782
"黑龙江","牡丹江",231000,"第一医院","1786A",129.5902,44.5952
"黑龙江","牡丹江",231000,"机车工厂","1787A",129.6459,44.6104
"黑龙江","牡丹江",231000,"第一中学","1788A",129.6386,44.5462
"黑龙江","黑河",231100,"交通局","2263A",127.4961,50.2486
"黑龙江","黑河",231100,"党校","2264A",127.5044,50.2391
"黑龙江","黑河",231100,"地震局","2265A",127.4143,50.2538
"黑龙江","绥化",231200,"人和东街","2266A",126.9934,46.6384
"黑龙江","绥化",231200,"党政办公中心","2267A",126.9636,46.6527
"黑龙江","大兴安岭地区",232700,"环保局","2268A",124.1186,50.4269
"黑龙江","大兴安岭地区",232700,"公安局","2269A",124.1303,50.4217
